"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,36,1000,1,0,1,0,0.121912071972682,NA,0.114840411029148,NA
2,36,1000,2,1,1,0,0.115371911898285,0.0693904732466501,0.104035660980612,0.0686445570734072
3,36,1000,3,0,1,0,0.157464842864589,NA,0.15364810956837,NA
4,36,1000,4,0,1,0,0.132865461529358,NA,0.122064175501367,NA
5,36,1000,5,0,1,0,0.129180833510645,NA,0.117108891680026,NA
6,36,1000,6,0,1,0,0.129904147411847,NA,0.112938020889739,NA
7,36,1000,7,0,1,0,0.127885619849152,NA,0.123633530664781,NA
8,36,1000,8,0,1,0,0.171971984063661,NA,0.162501425373539,NA
9,36,1000,9,1,1,0,0.116024226201497,0.0737818672672672,0.115791879524097,0.0968908922735639
10,36,1000,10,0,1,0,0.139971975023007,NA,0.134761096719697,NA
11,36,1000,11,0,1,0,0.136296496639076,NA,0.133423122340244,NA
12,36,1000,12,0,1,0,0.159601407175777,NA,0.151935667778025,NA
13,36,1000,13,0,1,0,0.158434954238134,NA,0.14966074888206,NA
14,36,1000,14,0,1,0,0.148685797088137,NA,0.143389743166339,NA
15,36,1000,15,0,1,0,0.111482839592296,NA,0.108235483564402,NA
16,36,1000,16,0,1,0,0.126901735783411,NA,0.125451732434088,NA
17,36,1000,17,0,1,0,0.126052034559982,NA,0.123909492798385,NA
18,36,1000,18,0,1,0,0.163338326454443,NA,0.14850824038329,NA
19,36,1000,19,0,1,0,0.134470188983993,NA,0.130327351529653,NA
20,36,1000,20,0,1,0,0.1532240109378,NA,0.147483342836689,NA
21,36,1000,21,0,1,0,0.129764896711045,NA,0.127272090691396,NA
22,36,1000,22,0,1,0,0.144006478674739,NA,0.137605730233691,NA
23,36,1000,23,0,1,0,0.145303389699082,NA,0.143829524979,NA
24,36,1000,24,0,1,0,0.154841057400442,NA,0.146685222030283,NA
25,36,1000,25,0,1,0,0.168053225485055,NA,0.163255594702046,NA
26,36,1000,26,0,1,0,0.135415447374891,NA,0.132004594574151,NA
27,36,1000,27,0,1,0,0.152826171226068,NA,0.141480030145381,NA
28,36,1000,28,0,1,0,0.153707770463861,NA,0.145005490527127,NA
29,36,1000,29,1,1,0,0.112252499797144,0.0863440936244605,0.112760807181336,0.0836004507227675
30,36,1000,30,0,1,0,0.140065543609508,NA,0.13536870311085,NA
31,36,1000,31,0,1,0,0.13339524988846,NA,0.12792239358831,NA
32,36,1000,32,0,1,0,0.133892927476862,NA,0.126261336065918,NA
33,36,1000,33,0,1,0,0.131910896054344,NA,0.120885725557825,NA
34,36,1000,34,0,1,0,0.159472277505638,NA,0.15057478311263,NA
35,36,1000,35,0,1,0,0.13003678504678,NA,0.123666553582753,NA
36,36,1000,36,0,1,0,0.162408168530523,NA,0.15403329052728,NA
37,36,1000,37,0,1,0,0.144133589942398,NA,0.137896370143902,NA
38,36,1000,38,0,1,0,0.154294145729429,NA,0.15104552353434,NA
39,36,1000,39,0,1,0,0.135690040294498,NA,0.126266734506502,NA
40,36,1000,40,0,1,0,0.132257674677919,NA,0.118840438938869,NA
41,36,1000,41,0,1,0,0.145482822145925,NA,0.141931479014196,NA
42,36,1000,42,0,1,0,0.143714933072908,NA,0.138809888138402,NA
43,36,1000,43,0,1,0,0.183969143984666,NA,0.177725788926986,NA
44,36,1000,44,0,1,0,0.129438645891406,NA,0.127005249207052,NA
45,36,1000,45,0,1,0,0.122556558906791,NA,0.119561221922621,NA
46,36,1000,46,0,1,0,0.143083763586481,NA,0.136144534713201,NA
47,36,1000,47,0,1,0,0.150279661824222,NA,0.145392072338161,NA
48,36,1000,48,0,1,0,0.159356317277797,NA,0.154994534766644,NA
49,36,1000,49,0,1,0,0.136630978724491,NA,0.135211906112059,NA
50,36,1000,50,0,1,0,0.165142791159181,NA,0.154429917603108,NA
51,36,1000,51,0,1,0,0.144673650050582,NA,0.142722372813744,NA
