"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,18,10000,1,0,0,0,0.429027427326246,NA,0.0635257923029826,NA
2,18,10000,2,0,0,0,0.426186528963411,NA,0.0619633753843134,NA
3,18,10000,3,0,0,0,0.431520584157766,NA,0.0760233936625961,NA
4,18,10000,4,0,0,0,0.431437465577472,NA,0.0763492079539322,NA
5,18,10000,5,0,0,0,0.431086077908035,NA,0.0732978273843484,NA
6,18,10000,6,0,1,0,0.428673907120097,NA,0.0667444616523306,NA
7,18,10000,7,0,0,0,0.430600163080366,NA,0.075059423598539,NA
8,18,10000,8,0,0,0,0.430867174476533,NA,0.0750962026002772,NA
9,18,10000,9,0,0,0,0.42806439370296,NA,0.0684858397524069,NA
10,18,10000,10,0,1,0,0.433374142948973,NA,0.0819194233839074,NA
11,18,10000,11,0,0,0,0.428312594169545,NA,0.0638713739928111,NA
12,18,10000,12,0,1,0,0.431695749763003,NA,0.0746051356008151,NA
13,18,10000,13,0,0,0,0.428813837843841,NA,0.0658049865769166,NA
14,18,10000,14,0,0,0,0.432180650402334,NA,0.0753339400959739,NA
15,18,10000,15,0,0,0,0.433386277466745,NA,0.0814541712911406,NA
16,18,10000,16,0,1,0,0.430361371000128,NA,0.0741900679061507,NA
17,18,10000,17,0,1,0,0.429272149844006,NA,0.0729740380481781,NA
18,18,10000,18,0,0,0,0.433239546304434,NA,0.0800778011901461,NA
19,18,10000,19,0,0,0,0.427700415906871,NA,0.0625769552361081,NA
20,18,10000,20,0,0,0,0.427579076960311,NA,0.0639226547982019,NA
21,18,10000,21,0,0,0,0.430337163589904,NA,0.0718216564361711,NA
22,18,10000,22,0,0,0,0.430029597201174,NA,0.0685755516757434,NA
23,18,10000,23,0,0,0,0.428482622032606,NA,0.0648893627501494,NA
24,18,10000,24,0,0,0,0.431504632742147,NA,0.0765238040859375,NA
25,18,10000,25,0,1,0,0.431107316456332,NA,0.0732323086447448,NA
26,18,10000,26,0,0,0,0.428668818376369,NA,0.0664267461850272,NA
27,18,10000,27,0,0,0,0.428472592717954,NA,0.0625686034577067,NA
28,18,10000,28,0,1,0,0.427400802575823,NA,0.0630178607147065,NA
29,18,10000,29,0,0,0,0.431497276458267,NA,0.0771931735460265,NA
30,18,10000,30,0,0,0,0.431653260552334,NA,0.0768419504423673,NA
31,18,10000,31,0,0,0,0.429201833468951,NA,0.0677492431078009,NA
32,18,10000,32,0,0,0,0.429559650317305,NA,0.0713517884983209,NA
33,18,10000,33,0,1,0,0.42952568154567,NA,0.0659945998903771,NA
34,18,10000,34,0,0,0,0.431512181187409,NA,0.0765442320123966,NA
35,18,10000,35,0,0,0,0.433208542243107,NA,0.0835350076342228,NA
36,18,10000,36,0,0,0,0.428009700057001,NA,0.0651920822110207,NA
37,18,10000,37,0,1,0,0.431623497451045,NA,0.0745108999120011,NA
38,18,10000,38,0,1,0,0.432498748865389,NA,0.0787660209015396,NA
39,18,10000,39,0,0,0,0.433615007757021,NA,0.0883049025089563,NA
40,18,10000,40,0,1,0,0.432362798543254,NA,0.0766666306443676,NA
41,18,10000,41,0,0,0,0.431961540265896,NA,0.0783218882906987,NA
42,18,10000,42,0,1,0,0.434044698513449,NA,0.0826269572281813,NA
43,18,10000,43,0,1,0,0.429727230658691,NA,0.0690163903528963,NA
44,18,10000,44,0,1,0,0.427263216936842,NA,0.0635210835190621,NA
45,18,10000,45,0,0,0,0.428486960007481,NA,0.0624862919896158,NA
46,18,10000,46,0,0,0,0.431056937677464,NA,0.0715995854412529,NA
47,18,10000,47,0,1,0,0.431438735335161,NA,0.0755987051305946,NA
48,18,10000,48,0,0,0,0.430972185682003,NA,0.0752484109911579,NA
49,18,10000,49,0,0,0,0.431280685673397,NA,0.0760897284986111,NA
50,18,10000,50,0,1,0,0.429494830435203,NA,0.0661425482977519,NA
51,18,10000,51,0,0,0,0.42925446268683,NA,0.0694234729465715,NA
52,18,10000,52,0,0,0,0.433091355819335,NA,0.0832930585995744,NA
53,18,10000,53,0,0,0,0.429357525917552,NA,0.0685467982772626,NA
54,18,10000,54,0,0,0,0.432086938196504,NA,0.0795088299946728,NA
55,18,10000,55,0,1,0,0.431569725193662,NA,0.0732909802553687,NA
56,18,10000,56,0,0,0,0.429140213542787,NA,0.0703990787257945,NA
57,18,10000,57,0,0,0,0.433172355154151,NA,0.0780318222928113,NA
58,18,10000,58,0,0,0,0.432122340400236,NA,0.0779749947441553,NA
59,18,10000,59,0,0,0,0.434095669866072,NA,0.0885317856821075,NA
60,18,10000,60,0,1,0,0.435410695179818,NA,0.0865863654877703,NA
61,18,10000,61,0,0,0,0.428501931754821,NA,0.0633816672029979,NA
62,18,10000,62,0,0,0,0.430477592375474,NA,0.069761811968829,NA
63,18,10000,63,0,1,0,0.43150583222633,NA,0.0729454863548367,NA
64,18,10000,64,0,1,0,0.430753056062957,NA,0.0735500324398701,NA
65,18,10000,65,0,0,0,0.430385099787934,NA,0.0743702224424547,NA
66,18,10000,66,0,0,0,0.435372388086004,NA,0.0898978926814161,NA
67,18,10000,67,0,0,0,0.430408455181934,NA,0.0728880243806579,NA
68,18,10000,68,0,0,0,0.429155861613554,NA,0.0718142435370943,NA
69,18,10000,69,0,1,0,0.433720675859158,NA,0.083863638192624,NA
70,18,10000,70,0,0,0,0.429731033506364,NA,0.0687894846264363,NA
71,18,10000,71,0,0,0,0.428157584662891,NA,0.0653797145968896,NA
72,18,10000,72,0,1,0,0.429160844914362,NA,0.0679616472316794,NA
73,18,10000,73,0,1,0,0.43380722100952,NA,0.0818053692298226,NA
74,18,10000,74,0,0,0,0.431865149205917,NA,0.0763907512101722,NA
75,18,10000,75,0,0,0,0.428860459428487,NA,0.0684540661808608,NA
76,18,10000,76,0,0,0,0.427536348765596,NA,0.0655086125606755,NA
77,18,10000,77,0,0,0,0.430773921599795,NA,0.072659229403783,NA
78,18,10000,78,0,0,0,0.427071403564436,NA,0.0631977226313163,NA
79,18,10000,79,0,1,0,0.427381117611386,NA,0.0611830112038794,NA
80,18,10000,80,0,0,0,0.432130647249026,NA,0.079510596974022,NA
81,18,10000,81,0,1,0,0.429051892610934,NA,0.0600660816421572,NA
82,18,10000,82,0,0,0,0.427225384175423,NA,0.0625275473113196,NA
83,18,10000,83,0,0,0,0.428913098518035,NA,0.0671996976699747,NA
84,18,10000,84,0,1,0,0.428932735540411,NA,0.0660825756984133,NA
85,18,10000,85,0,0,0,0.431990182277627,NA,0.0771070360524333,NA
86,18,10000,86,0,0,0,0.430864219280149,NA,0.0773020959608327,NA
87,18,10000,87,0,1,0,0.426807753238339,NA,0.0585587206926644,NA
88,18,10000,88,0,0,0,0.435734522862235,NA,0.0870460861517553,NA
89,18,10000,89,0,0,0,0.432029154570621,NA,0.0788643786086285,NA
90,18,10000,90,0,1,0,0.430292043399257,NA,0.0678150362034957,NA
91,18,10000,91,0,0,0,0.428022818117703,NA,0.065463549735911,NA
92,18,10000,92,0,0,0,0.431005017063851,NA,0.0736275857582137,NA
93,18,10000,93,0,0,0,0.42834306296481,NA,0.0645139387361246,NA
94,18,10000,94,0,0,0,0.42840684840128,NA,0.0670540404046389,NA
95,18,10000,95,0,0,0,0.434497560636157,NA,0.0863941193491706,NA
96,18,10000,96,0,0,0,0.432610221859726,NA,0.0805375765785726,NA
97,18,10000,97,0,0,0,0.428508955498702,NA,0.0662984993564028,NA
98,18,10000,98,0,1,0,0.428860341237916,NA,0.0676903237341171,NA
99,18,10000,99,0,0,0,0.42898900355353,NA,0.0669028999101098,NA
100,18,10000,100,0,1,0,0.427628541337156,NA,0.0598859979509212,NA
101,18,12500,1,0,1,0,0.428751995645258,NA,0.0646957787189145,NA
102,18,12500,2,0,1,0,0.428355450489781,NA,0.063488475316757,NA
103,18,12500,3,0,1,0,0.429350963813733,NA,0.0659949209285078,NA
