"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,6,1000,1,0,1,0,0.0982668082295894,NA,0.107361484560556,NA
2,6,1000,2,0,1,0,0.0979255888550133,NA,0.107601289865919,NA
3,6,1000,3,0,1,0,0.0969056240989128,NA,0.105862697146666,NA
4,6,1000,4,0,1,0,0.0986606377845481,NA,0.10795859141831,NA
5,6,1000,5,0,1,0,0.0974657632693644,NA,0.107088299020849,NA
6,6,1000,6,0,1,0,0.0964514669039551,NA,0.103342989031992,NA
7,6,1000,7,0,1,0,0.0971446597485114,NA,0.106442332409825,NA
8,6,1000,8,0,1,0,0.0976214821574538,NA,0.106688131228089,NA
9,6,1000,9,0,1,0,0.0993896040329745,NA,0.105749843342908,NA
10,6,1000,10,0,1,0,0.0940118044567873,NA,0.101899202518948,NA
11,6,1000,11,0,1,0,0.0939154149939976,NA,0.102130427980581,NA
12,6,1000,12,0,1,0,0.0956725485781174,NA,0.103316460193724,NA
13,6,1000,13,0,1,0,0.097981316789037,NA,0.107472803224387,NA
14,6,1000,14,0,1,0,0.098160112217643,NA,0.107597008289167,NA
15,6,1000,15,0,1,0,0.0958697528655098,NA,0.103807965009024,NA
16,6,1000,16,0,1,0,0.0921031588816801,NA,0.101634002735878,NA
17,6,1000,17,0,1,0,0.0972416964245582,NA,0.109376656545933,NA
18,6,1000,18,0,1,0,0.0969287917649107,NA,0.104707113520878,NA
19,6,1000,19,0,1,0,0.0962964201644072,NA,0.105936998289498,NA
20,6,1000,20,0,1,0,0.0972999323652482,NA,0.106928063900904,NA
21,6,1000,21,0,1,0,0.0942888902111777,NA,0.103030469113899,NA
22,6,1000,22,0,1,0,0.0997562637227878,NA,0.106668542648984,NA
23,6,1000,23,0,0,0,0.100854817739017,NA,0.111232097469403,NA
24,6,1000,24,0,1,0,0.0972877418599587,NA,0.104912343786569,NA
25,6,1000,25,0,1,0,0.09745413062251,NA,0.109907318728946,NA
26,6,1000,26,0,1,0,0.0970434555353226,NA,0.10434661319212,NA
27,6,1000,27,0,1,0,0.0974868674685702,NA,0.106799957497611,NA
28,6,1000,28,0,1,0,0.0982473255387887,NA,0.108370383153109,NA
29,6,1000,29,0,1,0,0.0968600987452555,NA,0.10384666217578,NA
30,6,1000,30,0,1,0,0.100169067546525,NA,0.107786391453185,NA
31,6,1000,31,0,1,0,0.0961034709893052,NA,0.103269269645279,NA
32,6,1000,32,0,1,0,0.0970097642603349,NA,0.107175766982139,NA
33,6,1000,33,0,1,0,0.0969084809599703,NA,0.105417970148999,NA
34,6,1000,34,0,1,0,0.0974874878245548,NA,0.107138983089564,NA
35,6,1000,35,0,1,0,0.0975398015834442,NA,0.107232420403343,NA
36,6,1000,36,0,1,0,0.0973106108791602,NA,0.106382240607281,NA
37,6,1000,37,0,1,0,0.0971603688903764,NA,0.105388576440102,NA
38,6,1000,38,0,1,0,0.0969651159714301,NA,0.107010207739608,NA
39,6,1000,39,0,1,0,0.0969126502409272,NA,0.105551469222023,NA
40,6,1000,40,0,1,0,0.0997671612458293,NA,0.107439869184824,NA
41,6,1000,41,0,1,0,0.0972909074666763,NA,0.107724820503091,NA
42,6,1000,42,0,1,0,0.0972909020693928,NA,0.10624809562262,NA
43,6,1000,43,0,1,0,0.097546730377531,NA,0.107408822002474,NA
44,6,1000,44,0,1,0,0.0974421406303505,NA,0.107176357598646,NA
45,6,1000,45,0,1,0,0.0973856531598667,NA,0.10758146287394,NA
46,6,1000,46,0,1,0,0.0970857669390979,NA,0.106893937207737,NA
47,6,1000,47,0,1,0,0.0977050976808118,NA,0.105833740857197,NA
48,6,1000,48,0,1,0,0.0973257052583354,NA,0.107398923421391,NA
49,6,1000,49,0,1,0,0.0973757352072418,NA,0.106509768444836,NA
50,6,1000,50,0,1,0,0.0951356562304664,NA,0.103263883271609,NA
51,6,1000,51,0,1,0,0.097568699785626,NA,0.107072436276605,NA
52,6,1000,52,0,1,0,0.0979187832441665,NA,0.106772387225219,NA
53,6,1000,53,0,1,0,0.0972198505118656,NA,0.106647567541852,NA
54,6,1000,54,0,1,0,0.0970963763021847,NA,0.106633393727832,NA
55,6,1000,55,0,1,0,0.0975524156514432,NA,0.106590415808303,NA
56,6,1000,56,0,1,0,0.0972719577411056,NA,0.106892290674442,NA
57,6,1000,57,0,1,0,0.0959086107585361,NA,0.10573934820397,NA
58,6,1000,58,0,1,0,0.0971970581658792,NA,0.106273404810504,NA
59,6,1000,59,0,1,0,0.0963755279689459,NA,0.106581627425932,NA
60,6,1000,60,0,1,0,0.0961170625914915,NA,0.104648891525317,NA
61,6,1000,61,0,1,0,0.0972844157540107,NA,0.107035394533181,NA
62,6,1000,62,0,1,0,0.0971535842732384,NA,0.107303551729943,NA
63,6,1000,63,0,1,0,0.0974292152257152,NA,0.106323321811146,NA
64,6,1000,64,0,1,0,0.100032229178361,NA,0.108278652557284,NA
65,6,1000,65,0,1,0,0.0970205462037872,NA,0.106177608938323,NA
66,6,1000,66,0,1,0,0.096799854150545,NA,0.106105249521937,NA
67,6,1000,67,0,1,0,0.0929264795729059,NA,0.0992845552089597,NA
68,6,1000,68,0,1,0,0.0975737265101969,NA,0.108125084254194,NA
69,6,1000,69,0,1,0,0.0933010393270455,NA,0.101955581893026,NA
70,6,1000,70,0,1,0,0.0971859624714131,NA,0.104041009939873,NA
71,6,1000,71,0,1,0,0.0966677519518771,NA,0.103496240120486,NA
72,6,1000,72,0,1,0,0.0967853700547769,NA,0.105733264257407,NA
73,6,1000,73,0,1,0,0.0971253328377779,NA,0.106337766304578,NA
74,6,1000,74,0,1,0,0.0973991199288528,NA,0.107286734313072,NA
75,6,1000,75,0,1,0,0.0967804184049743,NA,0.104704691066711,NA
76,6,1000,76,0,1,0,0.0966195156623871,NA,0.10645631147785,NA
77,6,1000,77,0,1,0,0.0972729762167092,NA,0.105987958904163,NA
78,6,1000,78,0,1,0,0.10014470493649,NA,0.108175089510716,NA
79,6,1000,79,0,1,0,0.0954455657957029,NA,0.105044477643253,NA
80,6,1000,80,0,1,0,0.0972479986473737,NA,0.105202226266006,NA
81,6,1000,81,0,1,0,0.0970469176277865,NA,0.10621112446573,NA
82,6,1000,82,0,1,0,0.097154970160499,NA,0.105459695735215,NA
83,6,1000,83,0,1,0,0.0971324952920805,NA,0.106577551726632,NA
84,6,1000,84,0,1,0,0.0986865789003731,NA,0.105984766463725,NA
85,6,1000,85,0,1,0,0.0976712023116619,NA,0.106161594820359,NA
86,6,1000,86,0,1,0,0.0971643003348679,NA,0.105634483465619,NA
87,6,1000,87,0,1,0,0.0972638988587042,NA,0.105596374874268,NA
88,6,1000,88,0,1,0,0.0989895424471303,NA,0.107660136446458,NA
89,6,1000,89,0,1,0,0.0979331932101975,NA,0.10668864264672,NA
90,6,1000,90,0,1,0,0.0968892121400134,NA,0.106896245104441,NA
91,6,1000,91,0,1,0,0.0972975534709585,NA,0.106527801179543,NA
92,6,1000,92,0,1,0,0.0965978475091479,NA,0.106385514163494,NA
93,6,1000,93,0,1,0,0.0962077156514813,NA,0.105059480085327,NA
94,6,1000,94,0,1,0,0.0961037595968576,NA,0.105139096494722,NA
95,6,1000,95,0,1,0,0.0970654343733578,NA,0.106056653104686,NA
96,6,1000,96,0,1,0,0.0973525542400489,NA,0.105720227892023,NA
97,6,1000,97,0,1,0,0.0967506122045435,NA,0.105783008571826,NA
