"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,24,15000,1,0,1,1,0.494219188377505,NA,0.0833263518154359,NA,9.81377748015165
2,24,15000,2,0,1,1,0.493754235844683,NA,0.0812089080347993,NA,9.82350265346375
3,24,15000,3,0,1,1,0.494092647784007,NA,0.0815200169782181,NA,9.83054448896041
4,24,15000,4,0,1,1,0.493457093196525,NA,0.0802424435834426,NA,9.80293094809663
5,24,15000,5,0,1,1,0.49316613013137,NA,0.0792989090556237,NA,9.81433173126626
6,24,15000,6,0,1,1,0.493147473874658,NA,0.079575059953084,NA,9.82106449724226
7,24,15000,7,0,1,1,0.494850354599776,NA,0.0861172505137682,NA,9.80726866290762
8,24,15000,8,0,1,1,0.494682897058249,NA,0.0849563759309064,NA,9.83175372653929
9,24,15000,9,0,1,1,0.493036574288516,NA,0.0779144673831532,NA,9.83587160211041
10,24,15000,10,0,1,1,0.494415429523041,NA,0.0841511415270107,NA,9.8275171398883
11,24,15000,11,0,1,1,0.49408572370432,NA,0.0822872435646204,NA,9.82032593477853
12,24,15000,12,0,1,1,0.493297184712394,NA,0.0797455616489448,NA,9.83057092476527
13,24,15000,13,0,1,1,0.493984989643788,NA,0.082390540529489,NA,9.80577685994376
14,24,15000,14,0,1,1,0.493032444572595,NA,0.0782496201135581,NA,9.81811718228434
15,24,15000,15,0,1,1,0.493442654357661,NA,0.0802972440349657,NA,9.83076643962923
16,24,15000,16,0,1,1,0.494727862681538,NA,0.0846160560834825,NA,9.841174754541
17,24,15000,17,0,1,1,0.493601534190923,NA,0.0818234849255288,NA,9.83457016364561
18,24,15000,18,0,1,1,0.493997662452298,NA,0.0826997804328895,NA,9.82981271170951
19,24,15000,19,0,1,1,0.493151917516352,NA,0.0795935046223129,NA,9.80482100008988
20,24,15000,20,0,1,1,0.493315111225704,NA,0.0797521880198777,NA,9.8204345836248
21,24,15000,21,0,1,1,0.493476279066567,NA,0.0797772870280402,NA,9.81740356780082
22,24,15000,22,0,1,1,0.494387066394185,NA,0.0839837588657139,NA,9.83438886975311
23,24,15000,23,0,1,1,0.494089435132887,NA,0.0826766820050227,NA,9.79569155170891
24,24,15000,24,0,1,1,0.493716702739275,NA,0.0805033864684508,NA,9.81764035993429
25,24,15000,25,0,1,1,0.49370558051077,NA,0.0809115796861167,NA,9.79722597325897
26,24,15000,26,0,1,1,0.493755515963379,NA,0.0811689034096992,NA,9.82625660742038
27,24,15000,27,0,1,1,0.493771295204592,NA,0.0827738153112326,NA,9.81122357018872
28,24,15000,28,0,1,1,0.493811635515116,NA,0.0816487238177681,NA,9.82383645674634
29,24,15000,29,0,1,1,0.493469253788053,NA,0.0804806864895324,NA,9.80028971762288
30,24,15000,30,0,1,1,0.493283704394573,NA,0.0788486710485595,NA,9.81031075238488
