"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,36,2000,1,0,1,0,0.0756877240750724,NA,0.0697264283365916,NA,3.69230787912128
2,36,2000,2,0,1,0,0.095501418507422,NA,0.086571302852329,NA,3.63815609132449
3,36,2000,3,0,1,0,0.0765890352510714,NA,0.0721047076235635,NA,3.70021887267137
4,36,2000,4,0,1,0,0.0860463297201165,NA,0.0793649052960713,NA,3.64983769407803
5,36,2000,5,0,1,0,0.079251355529179,NA,0.0741564057906785,NA,3.66548911843197
6,36,2000,6,0,1,0,0.082771328982909,NA,0.0688652636612287,NA,3.70968300815294
7,36,2000,7,1,1,0,0.0776626953578272,0.0563561302881438,0.0859278558787517,0.0634530648551622,3.71913250464236
8,36,2000,8,0,1,0,0.0746403900670663,NA,0.0685433459737734,NA,3.68895449806958
9,36,2000,9,0,1,0,0.0824308090603031,NA,0.0771066557044861,NA,3.65381182611968
10,36,2000,10,0,1,0,0.0753417971175833,NA,0.0677798657896092,NA,3.63982823334093
11,36,2000,11,1,1,0,0.0810105231431904,0.0542739201112308,0.0795613480796285,0.057070232560958,3.66281856609525
12,36,2000,12,0,1,0,0.0761268535023318,NA,0.072473150677201,NA,3.72477049463469
13,36,2000,13,0,1,0,0.0773427186155624,NA,0.0774179858388964,NA,3.66724848435017
14,36,2000,14,0,1,0,0.107050983516764,NA,0.104936585760961,NA,3.61134611754883
15,36,2000,15,0,1,0,0.0958804290361805,NA,0.0884726639736123,NA,3.64709547934814
16,36,2000,16,0,1,0,0.0938944183286827,NA,0.0810032205673934,NA,3.65388869265266
17,36,2000,17,0,1,0,0.0803302207075321,NA,0.0775157026103629,NA,3.6347896174539
18,36,2000,18,0,1,0,0.0780858547096639,NA,0.0703010821039688,NA,3.66733583366158
19,36,2000,19,0,1,0,0.0773320948020383,NA,0.0684707184641691,NA,3.65596176309827
20,36,2000,20,0,1,0,0.0886125547155258,NA,0.080474944180261,NA,3.68080304285115
21,36,2000,21,0,1,0,0.0807950134836181,NA,0.0768036699518628,NA,3.69447492668339
22,36,2000,22,0,1,0,0.0903179517730406,NA,0.085603392899563,NA,3.68458958494851
23,36,2000,23,0,1,0,0.0774634697511472,NA,0.0661913201470433,NA,3.63130127555176
24,36,2000,24,0,1,0,0.0905062948397212,NA,0.0831137504049385,NA,3.66381703680068
25,36,2000,25,0,1,0,0.0867923039170799,NA,0.0878785695051881,NA,3.64796634988412
26,36,2000,26,0,1,0,0.0959027242715208,NA,0.0885583837090805,NA,3.68916832510073
27,36,2000,27,0,1,0,0.0876361621281839,NA,0.0897465724973071,NA,3.57286276886749
28,36,2000,28,0,1,0,0.114796254801015,NA,0.10633463406498,NA,3.70696224353857
29,36,2000,29,0,1,0,0.0696020106713909,NA,0.0681735172910893,NA,3.62224478267273
30,36,2000,30,0,1,0,0.0855471732996367,NA,0.0734983182839126,NA,3.7596145851609
31,36,2000,31,0,1,0,0.0884605765217462,NA,0.084136373419855,NA,3.58476524385874
32,36,2000,32,0,1,0,0.0827741668330972,NA,0.0767501748352325,NA,3.56434502638056
33,36,2000,33,0,1,0,0.0838738980149946,NA,0.0786056680057413,NA,3.66361626017737
34,36,2000,34,0,1,0,0.105104884609189,NA,0.0990295979951483,NA,3.6884233430113
35,36,2000,35,0,1,0,0.0997636178179068,NA,0.0896010343839389,NA,3.74450527183894
36,36,2000,36,0,1,0,0.0884065070606148,NA,0.0787222838058366,NA,3.706735034946
37,36,2000,37,0,1,0,0.067786355476266,NA,0.0682976824895503,NA,3.73822485371473
38,36,2000,38,0,1,0,0.0902347350769011,NA,0.0850159564446567,NA,3.62891678076647
39,36,2000,39,1,1,0,0.0706779131766184,0.056345091321541,0.0640902702492258,0.0596445370929579,3.6075900006279
40,36,2000,40,0,1,0,0.0807510821179911,NA,0.0770032122816639,NA,3.72009517446797
41,36,2000,41,0,1,0,0.0759576450377113,NA,0.0692280976690833,NA,3.73126583366184
42,36,2000,42,0,1,0,0.0781754974241878,NA,0.0741797516396543,NA,3.67947490823266
43,36,2000,43,0,1,0,0.0739898332778059,NA,0.0707439702547514,NA,3.65033870557685
44,36,2000,44,0,1,0,0.076443049012521,NA,0.071438158511438,NA,3.67969696165966
45,36,2000,45,0,1,0,0.0932051097799497,NA,0.0834196805623033,NA,3.58990261000209
46,36,2000,46,0,1,0,0.11258712122779,NA,0.0988567655842212,NA,3.66691718643795
47,36,2000,47,0,1,0,0.0815251967045656,NA,0.0789489979501703,NA,3.66079257801089
48,36,2000,48,0,1,0,0.0772783224858026,NA,0.0766309679837564,NA,3.69164709012203
49,36,2000,49,0,1,0,0.0833616312016103,NA,0.0778319683964376,NA,3.7285503184467
