"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,6,1000,1,0,1,0,0.0939606589645563,NA,0.101697778898348,NA
2,6,1000,2,0,1,0,0.0944365937001018,NA,0.103340538784076,NA
3,6,1000,3,0,0,0,0.105807780372511,NA,0.116136173682796,NA
4,6,1000,4,0,1,0,0.0927840210175354,NA,0.10118944319296,NA
5,6,1000,5,0,1,0,0.0921706378173801,NA,0.0999151567880055,NA
6,6,1000,6,0,1,0,0.0944984160450206,NA,0.10376371926899,NA
7,6,1000,7,0,1,0,0.092711486302081,NA,0.0997627147109781,NA
8,6,1000,8,0,0,0,0.105184403455752,NA,0.113409289422848,NA
9,6,1000,9,0,1,0,0.0933991176661299,NA,0.10214497151348,NA
10,6,1000,10,0,0,0,0.102383584651076,NA,0.109226250003933,NA
11,6,1000,11,0,1,0,0.0930097693494001,NA,0.101520669386721,NA
12,6,1000,12,0,1,0,0.0947198852884735,NA,0.0999121514413292,NA
13,6,1000,13,0,1,0,0.0946343517111608,NA,0.102532317219184,NA
14,6,1000,14,0,1,0,0.0946782341718688,NA,0.103241146410578,NA
15,6,1000,15,0,1,0,0.0959352992844146,NA,0.102765982646499,NA
16,6,1000,16,0,1,0,0.0967550010462781,NA,0.106243493889415,NA
17,6,1000,17,0,1,0,0.0937955422907157,NA,0.102304521011816,NA
18,6,1000,18,0,1,0,0.0934445330436265,NA,0.102491891690827,NA
19,6,1000,19,0,1,0,0.093307203459861,NA,0.102755695081901,NA
20,6,1000,20,0,1,0,0.0944604222611877,NA,0.102785768777578,NA
21,6,1000,21,0,1,0,0.0932666246453143,NA,0.101597959453617,NA
22,6,1000,22,0,1,0,0.0945854549422628,NA,0.103860287268736,NA
23,6,1000,23,0,1,0,0.0942246623460822,NA,0.103628053142922,NA
24,6,1000,24,0,1,0,0.0937477281504553,NA,0.101656024592574,NA
25,6,1000,25,0,1,0,0.0938385014215083,NA,0.102111156912002,NA
26,6,1000,26,0,1,0,0.0907888134864368,NA,0.0980541264023599,NA
