"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,6,2500,1,0,1,0,0.0697040331858133,NA,0.0767521096360312,NA,2.25941232894566
2,6,2500,2,0,1,0,0.0794548176747156,NA,0.0819477729181187,NA,2.20989973378745
3,6,2500,3,0,1,0,0.0708636001998798,NA,0.0696608185833568,NA,2.26006415733165
4,6,2500,4,0,1,0,0.0679254193536558,NA,0.0799044588538121,NA,2.20749521243379
5,6,2500,5,0,1,0,0.0546562046512666,NA,0.0583905137024662,NA,2.23883777478945
6,6,2500,6,0,1,0,0.0649631453949325,NA,0.0617562225922059,NA,2.20044564155465
7,6,2500,7,0,1,0,0.0733636092886381,NA,0.0777641529853273,NA,2.24542076103003
8,6,2500,8,0,1,0,0.0618457565171494,NA,0.0610648457580312,NA,2.22334913719797
9,6,2500,9,0,1,0,0.0538081122350492,NA,0.0576204695425207,NA,2.22521474237791
10,6,2500,10,0,1,0,0.0578713707147001,NA,0.0540970998380748,NA,2.17261011536414
11,6,2500,11,0,1,0,0.0554956516471575,NA,0.0626267440134984,NA,2.20743386424746
12,6,2500,12,1,1,0,0.0519238763795807,0.0551592140305081,0.0550752593939144,0.0581234355754893,2.24314528363252
13,6,2500,13,0,1,0,0.0550634295988359,NA,0.0586377542073492,NA,2.22211921595542
14,6,2500,14,0,1,0,0.0739099709363722,NA,0.0740476976861555,NA,2.2446807479303
15,6,2500,15,0,1,0,0.0714873178955698,NA,0.0677943397084445,NA,2.24263335176805
16,6,2500,16,0,1,0,0.0657732526998144,NA,0.0688494840026808,NA,2.20446000303264
17,6,2500,17,0,1,0,0.0532251616887177,NA,0.0547787920448522,NA,2.16541768137406
18,6,2500,18,0,1,0,0.066376159469693,NA,0.065976031745942,NA,2.23319954128964
19,6,2500,19,0,1,0,0.0542835784823121,NA,0.0605004173559808,NA,2.19037693921966
20,6,2500,20,0,1,0,0.0572506298234506,NA,0.0615513797577993,NA,2.22823347576736
21,6,2500,21,0,1,0,0.0640523652518504,NA,0.066093179659599,NA,2.2711689764634
22,6,2500,22,0,1,0,0.0667481021789692,NA,0.0619789859254896,NA,2.19212265913152
23,6,2500,23,0,1,0,0.0611505037830198,NA,0.0704565724261021,NA,2.24582823075182
24,6,2500,24,0,1,0,0.0646769019437914,NA,0.0724315552477066,NA,2.2338135599841
25,6,2500,25,0,1,0,0.0687860729897361,NA,0.0683367470280179,NA,2.23466215002747
26,6,2500,26,0,1,0,0.066372706318388,NA,0.0608463529189051,NA,2.20125304977216
27,6,2500,27,0,1,0,0.0596587612754376,NA,0.0621756213909642,NA,2.17208071508868
28,6,2500,28,0,1,0,0.067790947781731,NA,0.0638750016855067,NA,2.24557918279195
29,6,2500,29,0,1,0,0.0622014498937464,NA,0.0584687841171569,NA,2.21365647898222
30,6,2500,30,0,1,0,0.0784314032013048,NA,0.0855139034269824,NA,2.23098220668581
31,6,2500,31,0,1,0,0.0621963346579908,NA,0.0646626512234581,NA,2.17703431994359
32,6,2500,32,0,1,0,0.0558831523704297,NA,0.0582118653571842,NA,2.16774594415359
33,6,2500,33,0,1,0,0.0631217321167338,NA,0.0644345579620151,NA,2.17142987679453
34,6,2500,34,0,1,0,0.0669726743751305,NA,0.0659063780091926,NA,2.24032671911701
35,6,2500,35,0,1,0,0.0615649452664599,NA,0.065691886073713,NA,2.22626021126243
36,6,2500,36,0,1,0,0.0543906489629115,NA,0.0617178823025628,NA,2.29117763393537
37,6,2500,37,0,1,0,0.0597767933580832,NA,0.0617588369151092,NA,2.23896178085629
38,6,2500,38,0,1,0,0.0608737889888964,NA,0.0675979670428534,NA,2.18430189397767
39,6,2500,39,0,1,0,0.0562838917461639,NA,0.0568064417081851,NA,2.19531536625973
40,6,2500,40,0,1,0,0.0628544150332176,NA,0.0673768885234958,NA,2.23915315783175
41,6,2500,41,0,1,0,0.0587624356322753,NA,0.0623117908816777,NA,2.29103318358754
42,6,2500,42,1,1,0,0.0526808386717884,0.0566840763509855,0.0612828483960333,0.0643273653322474,2.22867948867907
43,6,2500,43,0,1,0,0.0565018146278155,NA,0.0581872125197852,NA,2.19471003877866
44,6,2500,44,0,1,0,0.0598132934336197,NA,0.0587439994981377,NA,2.23254324627379
45,6,2500,45,0,1,0,0.0589840139440532,NA,0.0592123817937603,NA,2.24792672197923
46,6,2500,46,0,1,0,0.0741998699596718,NA,0.0702927864586698,NA,2.22820376980823
47,6,2500,47,0,1,0,0.0557967323073277,NA,0.0624878271911878,NA,2.19747407944512
48,6,2500,48,0,1,0,0.0626054868613103,NA,0.0639168883440971,NA,2.23594919188244
49,6,2500,49,0,1,0,0.0748120132584662,NA,0.0951561059401548,NA,2.27502084691209
50,6,2500,50,0,1,0,0.064860483872873,NA,0.0674418008237724,NA,2.18087241997786
51,6,2500,51,0,1,0,0.0668189425274201,NA,0.0693999181904302,NA,2.16359758688215
52,6,2500,52,0,1,0,0.0538976259746931,NA,0.0586174004203869,NA,2.22060986016398
53,6,2500,53,0,1,0,0.0623632281819542,NA,0.0647188592775868,NA,2.23439397972148
54,6,2500,54,0,1,0,0.0622490490236408,NA,0.0591197851793452,NA,2.21468049459163
55,6,2500,55,0,1,0,0.054996159869217,NA,0.0647314275718773,NA,2.23191322974161
56,6,2500,56,0,1,0,0.0631992329526914,NA,0.0586740728045997,NA,2.23049142184868
57,6,2500,57,0,1,0,0.0578459330792334,NA,0.0605630947682202,NA,2.24447714260022
58,6,2500,58,0,1,0,0.0670794324732397,NA,0.0741421740741735,NA,2.24133351347244
59,6,2500,59,0,1,0,0.057871257898628,NA,0.0575952975598552,NA,2.19595930162087
60,6,2500,60,0,1,0,0.0782736842245847,NA,0.0671774465734688,NA,2.21711808321915
