"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,25,150000,1,0,1,1,0.0554538549441943,NA,0.0552633837522259,NA,0.364468164032421
2,25,150000,2,0,1,1,0.0545122494200648,NA,0.0542940294890179,NA,0.365866469402962
3,25,150000,3,0,1,1,0.0547334525661809,NA,0.0545096435250702,NA,0.365159602620045
4,25,150000,4,0,1,1,0.0542291382696924,NA,0.0540050156322698,NA,0.367100464501035
5,25,150000,5,0,1,1,0.054495153795812,NA,0.0542119345849542,NA,0.365434892340589
6,25,150000,6,0,1,1,0.0546303705211125,NA,0.0543648694447297,NA,0.366042448165881
7,25,150000,7,0,1,1,0.0532783875537005,NA,0.0530732233791762,NA,0.368069015831737
8,25,150000,8,0,1,1,0.0544049340568084,NA,0.0541516418088822,NA,0.360988683651267
9,25,150000,9,0,1,1,0.0535702135964986,NA,0.0533422219806323,NA,0.365968640287031
10,25,150000,10,0,1,1,0.0544140115563141,NA,0.0542063728481982,NA,0.364454802451611
11,25,150000,11,0,1,1,0.0545387168011853,NA,0.0544080941204565,NA,0.367217474218463
12,25,150000,12,0,1,1,0.0540425459742383,NA,0.0537787004426276,NA,0.365485146287174
13,25,150000,13,0,1,1,0.0549549139120196,NA,0.054765682374029,NA,0.364421231262996
14,25,150000,14,0,1,1,0.0541190371655121,NA,0.0539488955818431,NA,0.366330306187267
15,25,150000,15,0,1,1,0.054407230891462,NA,0.0541793692805805,NA,0.364424755226282
16,25,150000,16,0,1,1,0.0535177255913887,NA,0.0532491747135272,NA,0.364970374396195
17,25,150000,17,0,1,1,0.0536876943702874,NA,0.0534355160399117,NA,0.367578075823729
18,25,150000,18,0,1,1,0.0542996253645323,NA,0.0540327935819742,NA,0.362809062207672
19,25,150000,19,0,1,1,0.0535404281486958,NA,0.0533518602776095,NA,0.367933741120264
20,25,150000,20,0,1,1,0.0547245797133039,NA,0.0545319458845658,NA,0.363232497455632
21,25,150000,21,0,1,1,0.0546121339917138,NA,0.0543626086498854,NA,0.361929336465414
22,25,150000,22,0,1,1,0.0541130356794204,NA,0.0538463072762177,NA,0.363856424463869
23,25,150000,23,0,1,1,0.0556541484928109,NA,0.0555127171413035,NA,0.365655008952977
24,25,150000,24,0,1,1,0.0542888951879211,NA,0.0541649620927285,NA,0.367570478755415
25,25,150000,25,0,1,1,0.0540639619277822,NA,0.0539176112240396,NA,0.365892574305073
26,25,150000,26,0,1,1,0.05388548765885,NA,0.0535508486041048,NA,0.364334973833895
27,25,150000,27,0,1,1,0.05445446459171,NA,0.0542258815868649,NA,0.365052563192086
