"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,36,1000,1,0,1,0,0.131723611560225,NA,0.124668979134001,NA
2,36,1000,2,1,1,0,0.115415712253381,0.076877875106457,0.107661107116892,0.0718483741315709
3,36,1000,3,0,1,0,0.155106369425196,NA,0.144203244854861,NA
4,36,1000,4,0,1,0,0.158729046557634,NA,0.150230815622642,NA
5,36,1000,5,0,1,0,0.149097671872215,NA,0.140765760312009,NA
6,36,1000,6,0,1,0,0.128185524876516,NA,0.125590948081682,NA
7,36,1000,7,0,1,0,0.145174951260207,NA,0.14251311696144,NA
8,36,1000,8,0,1,0,0.158467587500145,NA,0.149617389621418,NA
9,36,1000,9,0,1,0,0.12482516369884,NA,0.120258293891522,NA
10,36,1000,10,0,1,0,0.142722465835733,NA,0.140861429759798,NA
11,36,1000,11,0,1,0,0.138707299784587,NA,0.130785431481488,NA
12,36,1000,12,0,1,0,0.131649865579481,NA,0.122193790056568,NA
13,36,1000,13,0,1,0,0.129573614762853,NA,0.126859016823541,NA
14,36,1000,14,0,1,0,0.13123311468523,NA,0.119984817963535,NA
15,36,1000,15,0,1,0,0.108733982389467,NA,0.102733816134217,NA
16,36,1000,16,0,1,0,0.126907480382038,NA,0.125053435282633,NA
17,36,1000,17,0,1,0,0.161625685993105,NA,0.154235616625729,NA
18,36,1000,18,0,1,0,0.154626847022836,NA,0.137435336009655,NA
19,36,1000,19,0,1,0,0.141702168861714,NA,0.130610320336529,NA
20,36,1000,20,0,1,0,0.162752614666268,NA,0.154471973702088,NA
21,36,1000,21,1,1,0,0.121943148612484,0.0850009073197849,0.112751502475942,0.0799315830017601
22,36,1000,22,0,1,0,0.143269054580027,NA,0.136848887927903,NA
23,36,1000,23,0,1,0,0.130564557526607,NA,0.131083989710742,NA
24,36,1000,24,0,1,0,0.145663064864671,NA,0.144714420132237,NA
25,36,1000,25,0,1,0,0.135697352506885,NA,0.133240342460755,NA
26,36,1000,26,0,1,0,0.15290885083033,NA,0.146979421974457,NA
27,36,1000,27,0,1,0,0.157416946916107,NA,0.151708536729869,NA
28,36,1000,28,0,1,0,0.153008673331453,NA,0.143814705456869,NA
29,36,1000,29,0,1,0,0.132706626982918,NA,0.1197770005956,NA
30,36,1000,30,0,1,0,0.177581158334608,NA,0.170838815441603,NA
31,36,1000,31,0,1,0,0.167510648465059,NA,0.159488045633966,NA
32,36,1000,32,1,1,0,0.109637948337031,0.0872223425816341,0.101241962199566,0.0889444828934689
