"tag","png","graph","lambdas","min_n","max_n","p's","div-k","lam-c","g-div","N","d1","rseed"
"20250327-171512","20250327-171512","full (1param)","5","75000","2e+05","24_30_36_42","2","0.5","1000","100","1","124"
