"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,36,1000,1,0,1,0,0.128873188249441,NA,0.121408957374886,NA
2,36,1000,2,1,1,0,0.112606340037248,0.0791805666690083,0.104629691655896,0.0729630464962836
3,36,1000,3,0,1,0,0.153716694158284,NA,0.140549058637437,NA
4,36,1000,4,0,1,0,0.155639580886761,NA,0.146576311878081,NA
5,36,1000,5,0,1,0,0.145552722014471,NA,0.137111406806458,NA
6,36,1000,6,0,1,0,0.124393250421965,NA,0.121936475228884,NA
7,36,1000,7,0,1,0,0.140492678775244,NA,0.138944443141115,NA
8,36,1000,8,0,1,0,0.155461528894036,NA,0.145947424046551,NA
9,36,1000,9,0,1,0,0.1229240805275,NA,0.11705561638099,NA
10,36,1000,10,0,1,0,0.138385686601786,NA,0.137243945479353,NA
11,36,1000,11,0,1,0,0.136032180767934,NA,0.127242513060636,NA
12,36,1000,12,0,1,0,0.128950140570096,NA,0.118786559007957,NA
13,36,1000,13,0,1,0,0.127001915753691,NA,0.123240445364525,NA
14,36,1000,14,1,1,0,0.128769507163139,0.0915953812510463,0.116571231102959,0.0829796945826959
15,36,1000,15,0,1,0,0.107431084100297,NA,0.100262567868001,NA
16,36,1000,16,0,1,0,0.125245257933247,NA,0.121663700700113,NA
17,36,1000,17,0,1,0,0.158668607896221,NA,0.150672460633189,NA
18,36,1000,18,0,1,0,0.151834024317806,NA,0.133771999898589,NA
19,36,1000,19,0,1,0,0.138531020848217,NA,0.126955216903805,NA
20,36,1000,20,0,1,0,0.159447931293204,NA,0.150903379114068,NA
21,36,1000,21,1,1,0,0.119986924110898,0.0882097231321693,0.109482463345407,0.0810781257787185
22,36,1000,22,0,1,0,0.140421198783248,NA,0.133194441908529,NA
23,36,1000,23,0,1,0,0.126291882451696,NA,0.127429702975641,NA
24,36,1000,24,0,1,0,0.141329975555462,NA,0.14105998381199,NA
25,36,1000,25,0,1,0,0.131852735018692,NA,0.129589435430466,NA
26,36,1000,26,0,1,0,0.149085868805515,NA,0.143379873752995,NA
27,36,1000,27,0,1,0,0.154609468417419,NA,0.148053901175724,NA
28,36,1000,28,0,1,0,0.148883039982818,NA,0.140196257008001,NA
