"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,36,2000,1,1,1,0,0.111812094832217,0.0625972314149146,0.10468107170605,0.0571810594719445,3.25859473071038
2,36,2000,2,0,1,0,0.130311256419976,NA,0.122092558610075,NA,3.21942058943236
3,36,2000,3,1,1,0,0.108211983836945,0.0678094225091545,0.103279848282078,0.0617682507314012,3.26283086744922
4,36,2000,4,1,1,0,0.122325221162257,0.0732533387322766,0.114719647924397,0.0672196507525575,3.21643492878422
5,36,2000,5,0,1,0,0.114575432396831,NA,0.108907624917707,NA,3.22683391522994
6,36,2000,6,1,1,0,0.113477828471285,0.0739529256128363,0.102858302938035,0.0553583024205296,3.26459507417151
7,36,2000,7,1,1,0,0.119164265948813,0.0634082131457996,0.121445910495589,0.0739459258136531,3.27823566542719
8,36,2000,8,1,1,0,0.106902645832161,0.0644070756718737,0.100529177081559,0.055938389046324,3.24305710354649
9,36,2000,9,1,1,0,0.116618991277622,0.0694630495629587,0.111041010242143,0.0635410191788793,3.22492476215589
10,36,2000,10,1,1,0,0.110088600059653,0.0633189130898493,0.10261101213064,0.0551110234499498,3.20240004649707
11,36,2000,11,1,1,0,0.119982011271673,0.06823667133568,0.115078948527952,0.0675789423445808,3.22856616085952
12,36,2000,12,1,1,0,0.111644722996279,0.0630013792477324,0.107468326539486,0.0599683263866382,3.28549600935937
13,36,2000,13,1,1,0,0.110411615350263,0.0658130460567653,0.106922380752136,0.0710749307794276,3.24311938789164
14,36,2000,14,0,1,0,0.144372687681569,NA,0.140457164967041,NA,3.17460446316362
15,36,2000,15,0,1,0,0.131036789214171,NA,0.123318510066832,NA,3.20434850925859
16,36,2000,16,1,1,0,0.127194856914811,0.0816553324444043,0.116523807212093,0.0690238042888082,3.2250274970984
17,36,2000,17,1,1,0,0.115800008429723,0.0673199081789494,0.112856703224368,0.0653567032263988,3.20095363766895
18,36,2000,18,1,1,0,0.112789136687524,0.0662195600655928,0.10265101211537,0.0564313217269362,3.23378610505948
19,36,2000,19,1,1,0,0.11032928272232,0.0659028485712765,0.102501325892458,0.0550013255883684,3.21904542333269
20,36,2000,20,1,1,0,0.123055628691328,0.0770272156481317,0.115788171259736,0.0682881556465742,3.23555627041808
21,36,2000,21,1,1,0,0.115155213583806,0.0683154687706679,0.112216092737006,0.0647160946796105,3.25824235485146
22,36,2000,22,0,1,0,0.125984328284045,NA,0.121015961514595,NA,3.24299683341576
23,36,2000,23,1,1,0,0.110136691739617,0.0664414861280546,0.0980711746225662,0.0547394573536491,3.21374049919143
24,36,2000,24,1,1,0,0.127503165234264,0.0788222470527952,0.118492235621965,0.0709922612174204,3.22546350470605
25,36,2000,25,1,1,0,0.125671707169368,0.0733263791512716,0.123398431007541,0.075898430641071,3.20663409906089
26,36,2000,26,0,1,0,0.131507753826547,NA,0.123752854380451,NA,3.24778369806239
27,36,2000,27,0,1,0,0.126687646452952,NA,0.124436319357744,NA,3.14989549734158
28,36,2000,28,0,1,0,0.15051504274638,NA,0.141855169154587,NA,3.26814185228472
29,36,2000,29,1,1,0,0.102880633815339,0.0558332843633097,0.0994057632578246,0.0576211839385643,3.19392995844854
30,36,2000,30,1,1,0,0.116824310680396,0.0752452125562576,0.103270193850581,0.0665169539400135,3.32284768566824
31,36,2000,31,1,1,0,0.122887947998672,0.0784389309366703,0.119496032863874,0.0719960323758806,3.16085312432005
32,36,2000,32,1,1,0,0.119319631427653,0.0699093517631661,0.112270854947249,0.0647708549109903,3.14607633026028
33,36,2000,33,0,1,0,0.12096771330818,NA,0.114078134294943,NA,3.23144512816489
34,36,2000,34,0,1,0,0.142563426501882,NA,0.134550228441528,NA,3.2495841869608
35,36,2000,35,0,1,0,0.133708981332558,NA,0.125016330084869,NA,3.29786053315311
36,36,2000,36,0,1,0,0.122717673119377,NA,0.114150140928744,NA,3.27005634765917
37,36,2000,37,1,1,0,0.0994726715506266,0.063348170945094,0.097323397591668,0.0629117636796641,3.28887599103451
38,36,2000,38,0,1,0,0.12687203939394,NA,0.120535767140153,NA,3.19751684188024
