"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
361,18,1750,61,0,0,0,0.454159556626347,NA,0.160828206728895,NA
362,18,1750,62,0,0,0,0.446400741358539,NA,0.143825641663357,NA
363,18,1750,63,0,0,0,0.456237052450791,NA,0.160963972417794,NA
364,18,1750,64,0,0,0,0.451040947132986,NA,0.152377136510819,NA
365,18,1750,65,0,0,0,0.450564613484256,NA,0.152284391998859,NA
366,18,1750,66,0,0,0,0.445510255519144,NA,0.14545388788567,NA
367,18,1750,67,0,0,0,0.451380805422503,NA,0.151487489260597,NA
368,18,1750,68,0,0,0,0.457101558108387,NA,0.162257005395654,NA
369,18,1750,69,0,0,0,0.446507109365868,NA,0.138667910421157,NA
370,18,1750,70,0,0,0,0.444020466084975,NA,0.134478028533935,NA
371,18,1750,71,0,0,0,0.45445999184774,NA,0.157931054839802,NA
372,18,1750,72,0,0,0,0.460619566939031,NA,0.170085935486252,NA
