"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,24,150000,1,1,1,1,0.490988878365818,0.448630640112812,0.0703753484518024,0.0380066370801271,9.74235085468639
2,24,150000,2,1,1,1,0.490598917477959,0.447928075425193,0.0690332021941684,0.0353415977244944,9.74164645217137
3,24,150000,3,1,1,1,0.490073687515233,0.4468430260966,0.0669410548563929,0.0311721412834887,9.74587197697101
4,24,150000,4,1,1,1,0.490737303245876,0.447852202457317,0.0697907790597235,0.0368612837029406,9.74254234108124
5,24,150000,5,1,1,1,0.49001929514082,0.446718428793342,0.0666234965840304,0.0306208273884769,9.74080213561153
6,24,150000,6,1,1,1,0.490769687260868,0.44850491168127,0.0690968712182702,0.0354766367828367,9.74521314487024
7,24,150000,7,1,1,1,0.490585446958259,0.44790193522365,0.0688473350554079,0.0349632884017811,9.74285519871475
8,24,150000,8,1,1,1,0.490887277724663,0.448494858906896,0.0699963330573988,0.0372686687846577,9.73813328078418
9,24,150000,9,1,1,1,0.490358819263155,0.447269492312476,0.0681022714663162,0.0334896610973712,9.74056890642968
10,24,150000,10,1,1,1,0.490573430037696,0.447731494973849,0.0689857687007684,0.0352681210300368,9.74329909947871
11,24,150000,11,1,1,1,0.49040459865873,0.447446618862081,0.0684254314503992,0.0341238645426648,9.74347785172323
12,24,150000,12,1,1,1,0.490797052127058,0.448114747815904,0.0698326811851766,0.0369462700982634,9.74250147172287
13,24,150000,13,1,1,1,0.490190138512941,0.447062520555892,0.0673214264237822,0.0319470629114755,9.73949819407883
14,24,150000,14,1,1,1,0.490481234240391,0.447650991143294,0.0684881026811814,0.0342530897957968,9.74144776000086
15,24,150000,15,1,1,1,0.490600822875956,0.448010030579484,0.0686816556136855,0.0346592787447019,9.74280312368784
16,24,150000,16,1,1,1,0.49044633877152,0.447561935394666,0.068332947105806,0.0339466924782814,9.73839716453445
17,24,150000,17,1,1,1,0.490637734546157,0.447940201951021,0.0691223602259285,0.0355203460892509,9.74309366406049
18,24,150000,18,1,1,1,0.490706630112144,0.448012259847691,0.0694384101466098,0.0361538458263245,9.74536830497392
19,24,150000,19,1,1,1,0.490475733309105,0.44756914962315,0.0684890941238221,0.0342682428016989,9.74142907340564
20,24,150000,20,1,1,1,0.490791891873989,0.448125791528105,0.0697823893538003,0.0368512306808624,9.74186774499161
21,24,150000,21,1,1,1,0.490622555200282,0.447788535610487,0.0691424237670369,0.0355627576920888,9.74186371952858
22,24,150000,22,1,1,1,0.490021292488884,0.446763075456901,0.0666940739551528,0.0307445773650498,9.73853147739914
23,24,150000,23,1,1,1,0.49018565841191,0.446991204316595,0.0674341645163366,0.0321501473084692,9.74260012679215
24,24,150000,24,1,1,1,0.490824863670376,0.448314239589906,0.0697017810000349,0.0366764138755484,9.74581823459737
25,24,150000,25,1,1,1,0.490723720053937,0.448195468348917,0.0692306462083242,0.03574958439895,9.74435031225578
26,24,150000,26,1,1,1,0.490169123911947,0.4470071069344,0.0674013778267402,0.0320900712618295,9.7368450268941
27,24,150000,27,1,1,1,0.490067637651268,0.446789581804003,0.0670253604184095,0.0313384728653213,9.73900509331592
28,24,150000,28,1,1,1,0.490444990487776,0.447592441922511,0.068275359651695,0.0338472762467982,9.74162639290646
29,24,150000,29,1,1,1,0.490479111425158,0.447439723428253,0.0686487213656324,0.0345701997103679,9.74454672566931
30,24,150000,30,1,1,1,0.490771353654257,0.448050648890746,0.0696952450767223,0.036677243667242,9.74173351561958
31,24,150000,31,1,1,1,0.490359131525606,0.447146615161398,0.068365449696604,0.0340052545173093,9.74098094535431
32,24,150000,32,1,1,1,0.490330872498899,0.447313359840589,0.0680201995624807,0.0333032307052795,9.74564770121986
33,24,150000,33,1,1,1,0.490749562473881,0.448148958549751,0.0694850492288969,0.0362522786644232,9.73967634634356
34,24,150000,34,1,1,1,0.490600920997655,0.447789014104514,0.0689262951704271,0.0351478974189407,9.74254443719752
35,24,150000,35,1,1,1,0.490486003040318,0.447705290826592,0.0683659638898926,0.0340213571346847,9.73947775614604
36,24,150000,36,1,1,1,0.49055020504126,0.447819036392805,0.0686346340496839,0.0345349205479729,9.74171288765392
37,24,150000,37,1,1,1,0.490697535139566,0.447930702583133,0.0694192820644076,0.0361272399554623,9.74268304352191
38,24,150000,38,1,1,1,0.490541140318678,0.447846811553856,0.068559648768565,0.0343985557045971,9.74288842318369
39,24,150000,39,1,1,1,0.490459912854991,0.447544824923559,0.0684259017357603,0.0341237070464609,9.74116326989545
40,24,150000,40,1,1,1,0.490356532456096,0.447286927326228,0.0680469632064243,0.0333929825913132,9.7383543819826
41,24,150000,41,1,1,1,0.490354274222068,0.447277980698897,0.0680855727167148,0.033457540817742,9.74236328703409
42,24,150000,42,1,1,1,0.490466081278559,0.447797517426999,0.0681781419883926,0.0336385891992546,9.74344109854152
43,24,150000,43,1,1,1,0.490668497349384,0.448004816325398,0.0691665289397769,0.0355968026113116,9.73815341141053
44,24,150000,44,1,1,1,0.490233775701162,0.447326072580535,0.0673651110142853,0.0320369056112283,9.74361991790371
45,24,150000,45,1,1,1,0.490256521768341,0.447235582833503,0.0675593130225701,0.032390167366133,9.74149079456304
46,24,150000,46,1,1,1,0.490292247743649,0.44717453479038,0.0678573075966751,0.0329953137615721,9.74044838034397
47,24,150000,47,1,1,1,0.490248790683373,0.447160789904491,0.0675986977594077,0.0324912663903842,9.74045379536404
48,24,150000,48,1,1,1,0.490331340263505,0.447306355313184,0.0678999049078845,0.0330810880309028,9.74040113569752
49,24,150000,49,1,1,1,0.490482736568191,0.44753430627576,0.0687531346118028,0.0347811993474291,9.7432306496115
50,24,150000,50,1,1,1,0.490743931061266,0.448062481880648,0.0695322255792203,0.0363442723621657,9.74094622887203
51,24,150000,51,1,1,1,0.490709905003161,0.448161985486949,0.0692656047344832,0.0358196304468971,9.74407352534528
52,24,150000,52,1,1,1,0.491003244240179,0.448850491205021,0.0702503752306012,0.0377895826895289,9.74287044285915
53,24,150000,53,1,1,1,0.490779917759065,0.448143487346254,0.0697334569369756,0.0367450404736564,9.74352988180288
54,24,150000,54,1,1,1,0.490433427539789,0.44735470469988,0.0685039637947891,0.0342937632555118,9.74275039472246
55,24,150000,55,1,1,1,0.490678429037554,0.44813191071009,0.0691163637228531,0.0355252127099277,9.73679156313969
56,24,150000,56,1,1,1,0.490684640208898,0.448009428043807,0.0692568646512914,0.0357912658380615,9.74154038520808
57,24,150000,57,1,1,1,0.490260891981495,0.447014904371393,0.0678508262328165,0.0329845384501152,9.74378410602405
58,24,150000,58,1,1,1,0.490153141906402,0.446995497826972,0.067231361837958,0.0317628997054652,9.74615880439467
59,24,150000,59,1,1,1,0.490218332243178,0.447137195126364,0.0674323917425356,0.0321474417525593,9.74255587601969
60,24,150000,60,1,1,1,0.490567712625675,0.447677555989122,0.0689293855343076,0.0351270342342282,9.74260976520926
61,24,150000,61,1,1,1,0.490687538269886,0.448043045702564,0.0692447059580052,0.0357827957886415,9.74743608925955
62,24,150000,62,1,1,1,0.490484747695337,0.447711209622551,0.0685238160651853,0.034336417524431,9.74329238865098
63,24,150000,63,1,1,1,0.490192822291163,0.446804560513215,0.0677680389504213,0.0328080352949201,9.73885420632275
64,24,150000,64,1,1,1,0.490252965670271,0.447116863014015,0.0676850497783504,0.0326602373338107,9.74003372122036
65,24,150000,65,1,1,1,0.490454614507818,0.447764224741129,0.0680660423461559,0.0334109865132749,9.74244283777234
66,24,150000,66,1,1,1,0.490203314708848,0.44709128535128,0.0674675957185292,0.032229117810278,9.74023125662163
67,24,150000,67,1,1,1,0.490508770676525,0.447732462040414,0.068486202029282,0.0342747857981895,9.74407200927714
68,24,150000,68,1,1,1,0.491059466781211,0.448701231411547,0.0708206163791055,0.0389548553775063,9.74471281308051
69,24,150000,69,1,1,1,0.49058606224598,0.448084524484968,0.0685953579190827,0.0344734505057264,9.74147140494743
70,24,150000,70,1,1,1,0.490419344538415,0.447587539447763,0.067996729219459,0.0332936757213767,9.74579678620281
71,24,150000,71,1,1,1,0.490430561451033,0.447466581369793,0.0684053300854615,0.0340924456980319,9.74069193627385
72,24,150000,72,1,1,1,0.490257319220292,0.447118198094432,0.0677212563165158,0.0327224237629894,9.74253668219037
73,24,150000,73,1,1,1,0.490451609133627,0.447486024258517,0.068422936529105,0.0341171747411902,9.74291753077738
74,24,150000,74,1,1,1,0.490485206664017,0.447815341966327,0.0682856125364661,0.033864201580404,9.73837733763388
75,24,150000,75,1,1,1,0.490964197540602,0.448712008391438,0.0701047550241136,0.0374978537279704,9.73927678800263
76,24,150000,76,1,1,1,0.490467221736542,0.447508774421149,0.0685622480610604,0.034411465858433,9.73972610721856
77,24,150000,77,1,1,1,0.490461292792325,0.447582754803684,0.0684156249582471,0.0341238335759229,9.7405464749691
78,24,150000,78,1,1,1,0.49077837833553,0.448062347270339,0.0697555750587379,0.0367985863302029,9.74577433853752
79,24,150000,79,1,1,1,0.490536471110271,0.447539912711394,0.0689408452948391,0.0351495604481366,9.74121521738659
80,24,150000,80,1,1,1,0.49066780953425,0.44800804952492,0.0691495687639879,0.0355951339499033,9.74371133729923
81,24,150000,81,1,1,1,0.490567118695987,0.447590387440483,0.0690974007397159,0.0354735305940582,9.7414754799802
82,24,150000,82,1,1,1,0.490478044946571,0.44743929726938,0.068833632061171,0.0349243786335931,9.74084572573615
83,24,150000,83,1,1,1,0.490756029757622,0.448386627000237,0.0692537796130087,0.0358006725869516,9.74433356524646
84,24,150000,84,1,1,1,0.490285474269196,0.447166928868053,0.0678182981666022,0.0329302653471465,9.74255612918454
85,24,150000,85,1,1,1,0.490330300351689,0.447363403580431,0.0678820259762127,0.0330172828005448,9.7467380678816
86,24,150000,86,1,1,1,0.490544158925998,0.447484538099089,0.0690385062570096,0.035346954263536,9.73784696339657
87,24,150000,87,1,1,1,0.490348153331104,0.447360616750223,0.0679911299875457,0.0332692704270181,9.74502009600762
88,24,150000,88,1,1,1,0.490747803684004,0.448099664234853,0.0695734260862166,0.0364196284000019,9.74265122322455
89,24,150000,89,1,1,1,0.490504731866285,0.447466416160257,0.0688156634199156,0.0349110003543694,9.74554822956697
90,24,150000,90,1,1,1,0.490484612223323,0.447645174476225,0.0684445029406354,0.0341681088288144,9.74054790404637
91,24,150000,91,1,1,1,0.49072351685113,0.447990859360593,0.0694748951552321,0.0362372318534526,9.73850055323059
92,24,150000,92,1,1,1,0.490391830088814,0.447411356154562,0.0682149312654015,0.0337153524898463,9.7435121268803
93,24,150000,93,1,1,1,0.490881674884391,0.448238042591152,0.0703121818427878,0.0378904183608451,9.7362654355345
94,24,150000,94,1,1,1,0.490484346633223,0.447771066666147,0.0683366470996315,0.0339482724061139,9.74428150003562
95,24,150000,95,1,1,1,0.490564970603543,0.447697248218929,0.0689198773902453,0.0351255925908191,9.74375791685093
96,24,150000,96,1,1,1,0.490320135704356,0.447285843810435,0.0678340545964108,0.0329663012154199,9.74276756972585
97,24,150000,97,1,1,1,0.490042583324146,0.446850381768456,0.0666767256154744,0.0307234060185055,9.74176146738151
