"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,6,1000,1,0,1,0,0.0979639367343397,NA,0.105897753685228,NA
2,6,1000,2,0,1,0,0.0990417831288075,NA,0.108637976723801,NA
3,6,1000,3,0,0,0,0.1,NA,0.11107010069577,NA
4,6,1000,4,0,1,0,0.0974886516819841,NA,0.106393296189462,NA
5,6,1000,5,0,1,0,0.0950624744998359,NA,0.10382562187511,NA
6,6,1000,6,0,1,0,0.0980014092111229,NA,0.107355991393681,NA
7,6,1000,7,0,1,0,0.0966176779791056,NA,0.10449409101366,NA
8,6,1000,8,0,0,0,0.100113076625245,NA,0.109399353914329,NA
9,6,1000,9,0,1,0,0.0989340342063444,NA,0.108300510726328,NA
10,6,1000,10,0,0,0,0.1,NA,0.109313786580864,NA
11,6,1000,11,0,1,0,0.0966355486605214,NA,0.105130104036038,NA
12,6,1000,12,0,1,0,0.0959998101819098,NA,0.103043282616432,NA
13,6,1000,13,0,1,0,0.0982541732672414,NA,0.1070473214885,NA
14,6,1000,14,0,1,0,0.0992745511826213,NA,0.107960555684383,NA
15,6,1000,15,0,1,0,0.0990975118369672,NA,0.106157850058038,NA
16,6,1000,16,0,0,0,0.100114506715087,NA,0.109793849573136,NA
17,6,1000,17,0,1,0,0.0991215561511588,NA,0.107780257061087,NA
18,6,1000,18,0,1,0,0.0975020623878142,NA,0.106923562073422,NA
19,6,1000,19,0,1,0,0.0990055934568928,NA,0.108145357545034,NA
20,6,1000,20,0,1,0,0.0983096119858607,NA,0.106566796611444,NA
21,6,1000,21,0,1,0,0.0968916140318072,NA,0.106569443407966,NA
22,6,1000,22,0,1,0,0.0993042473970658,NA,0.10745918377906,NA
23,6,1000,23,0,1,0,0.0988679647040736,NA,0.107949510233305,NA
24,6,1000,24,0,1,0,0.0992563033599674,NA,0.107647914664429,NA
25,6,1000,25,0,1,0,0.097242513727163,NA,0.105839559401007,NA
26,6,1000,26,0,1,0,0.0940330781863944,NA,0.101744222767219,NA
27,6,1000,27,0,1,0,0.0995042000644591,NA,0.108407923191727,NA
28,6,1000,28,0,0,0,0.1,NA,0.109359546421039,NA
29,6,1000,29,0,1,0,0.0982016019461044,NA,0.106363076934181,NA
30,6,1000,30,0,1,0,0.0992064772084994,NA,0.110339673890201,NA
31,6,1000,31,0,1,0,0.0991866684897957,NA,0.109491469658188,NA
32,6,1000,32,0,1,0,0.0987627887687973,NA,0.107771729090757,NA
33,6,1000,33,0,0,0,0.100131766526858,NA,0.107678299436237,NA
34,6,1000,34,0,1,0,0.0991843150660481,NA,0.108646466033296,NA
35,6,1000,35,0,0,0,0.1,NA,0.110843899811783,NA
36,6,1000,36,0,1,0,0.0994189847098364,NA,0.108943430487351,NA
37,6,1000,37,0,1,0,0.0994405417995645,NA,0.109102041655908,NA
38,6,1000,38,0,1,0,0.102029667072846,NA,0.109901848662935,NA
39,6,1000,39,0,1,0,0.0966599796628603,NA,0.10419254136129,NA
40,6,1000,40,0,1,0,0.0976118400972977,NA,0.106733699234599,NA
41,6,1000,41,0,1,0,0.0994096117259015,NA,0.108860959910679,NA
42,6,1000,42,0,1,0,0.0991929308987818,NA,0.10866286578648,NA
43,6,1000,43,0,1,0,0.0991739253893121,NA,0.108433086003882,NA
44,6,1000,44,0,1,0,0.0983003757145632,NA,0.106792430489146,NA
45,6,1000,45,0,1,0,0.0999455860876486,NA,0.10910341798094,NA
46,6,1000,46,0,1,0,0.0992111411198545,NA,0.108454778997606,NA
47,6,1000,47,0,1,0,0.0989159374831827,NA,0.107554988027218,NA
48,6,1000,48,0,1,0,0.0994275626259246,NA,0.109795148429456,NA
49,6,1000,49,0,1,0,0.097122666775865,NA,0.105001464212351,NA
50,6,1000,50,0,1,0,0.0984218319635456,NA,0.108100174104991,NA
51,6,1000,51,0,1,0,0.0991152354295887,NA,0.108459660893286,NA
52,6,1000,52,0,1,0,0.0962137072682393,NA,0.105179295161278,NA
53,6,1000,53,0,1,0,0.0988450483932623,NA,0.109058032514459,NA
54,6,1000,54,0,1,0,0.0914678110798183,NA,0.0999541421833892,NA
55,6,1000,55,0,1,0,0.0986062980761903,NA,0.107423411721859,NA
56,6,1000,56,0,1,0,0.099042770973735,NA,0.10778210583659,NA
57,6,1000,57,0,1,0,0.0953926969538111,NA,0.104560276517314,NA
58,6,1000,58,0,1,0,0.0977066411195993,NA,0.107529945392309,NA
59,6,1000,59,0,1,0,0.0953720599087963,NA,0.104176155651139,NA
60,6,1000,60,0,1,0,0.0995346399088779,NA,0.110141475851678,NA
61,6,1000,61,0,1,0,0.0992632327042239,NA,0.10861997782891,NA
62,6,1000,62,0,1,0,0.098056951160754,NA,0.106831409333026,NA
63,6,1000,63,0,1,0,0.0991371377309436,NA,0.108473940523347,NA
64,6,1000,64,0,1,0,0.0996193503543364,NA,0.108640860945744,NA
65,6,1000,65,0,0,0,0.1,NA,0.109446637456907,NA
66,6,1000,66,0,1,0,0.0974949868002719,NA,0.10689516051272,NA
67,6,1000,67,0,1,0,0.100136225875024,NA,0.111657485047072,NA
68,6,1000,68,0,1,0,0.098515843656568,NA,0.109371051800694,NA
69,6,1000,69,0,1,0,0.0964744160456104,NA,0.106564737703534,NA
70,6,1000,70,0,1,0,0.0978832928499585,NA,0.107033183035141,NA
71,6,1000,71,0,0,0,0.1,NA,0.109822018694868,NA
72,6,1000,72,0,1,0,0.0942741866994378,NA,0.102544189013156,NA
73,6,1000,73,0,0,0,0.1,NA,0.109328806437315,NA
74,6,1000,74,0,1,0,0.0963707093158815,NA,0.106001318115975,NA
75,6,1000,75,0,1,0,0.0956518117686492,NA,0.10253165480612,NA
76,6,1000,76,0,1,0,0.0970008825272581,NA,0.106830230898087,NA
77,6,1000,77,0,1,0,0.0991604626284668,NA,0.10740783449821,NA
78,6,1000,78,0,1,0,0.0976519448707024,NA,0.106540178877217,NA
79,6,1000,79,0,1,0,0.0979071842004127,NA,0.106480625764478,NA
80,6,1000,80,0,1,0,0.0996749353444551,NA,0.109963901413994,NA
81,6,1000,81,0,1,0,0.0984270382206562,NA,0.103270884525654,NA
82,6,1000,82,0,1,0,0.0978964490741893,NA,0.106826987660921,NA
83,6,1000,83,0,1,0,0.0983868166310108,NA,0.107582995599002,NA
84,6,1000,84,0,0,0,0.1,NA,0.110422604560408,NA
85,6,1000,85,0,1,0,0.0959873188697013,NA,0.103696155801269,NA
86,6,1000,86,0,1,0,0.0995470861247948,NA,0.108361755952455,NA
87,6,1000,87,0,1,0,0.0957727948011428,NA,0.104032186060697,NA
88,6,1000,88,0,1,0,0.100184669944172,NA,0.111709601461242,NA
89,6,1000,89,0,1,0,0.0973540404643615,NA,0.106174438656398,NA
90,6,1000,90,0,1,0,0.0982106693909737,NA,0.107668779631245,NA
91,6,1000,91,0,1,0,0.0963576335072896,NA,0.10507166393168,NA
