"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,36,2000,1,0,1,0,0.0661407623783719,NA,0.0625531721514148,NA,4.03096242093261
2,36,2000,2,0,1,0,0.0723860970933024,NA,0.0732358506776244,NA,4.11478972358119
3,36,2000,3,0,1,0,0.089207726767869,NA,0.0800374315359949,NA,4.12767513822658
4,36,2000,4,0,1,0,0.0740948692321967,NA,0.0544348110869607,NA,4.01009365475134
5,36,2000,5,0,1,0,0.0786621580443151,NA,0.0703241457943475,NA,4.00836432454955
6,36,2000,6,0,1,0,0.072515531694017,NA,0.0642610218103615,NA,4.05964021415572
7,36,2000,7,0,1,0,0.067865136492802,NA,0.0696719466398766,NA,4.05067731578471
8,36,2000,8,0,1,0,0.0731130111657294,NA,0.0718486315217296,NA,3.9973870555903
9,36,2000,9,0,1,0,0.0693036573994911,NA,0.0689432630802775,NA,4.05828377596109
10,36,2000,10,0,1,0,0.0801428084863008,NA,0.0698991691554599,NA,4.05276515294588
11,36,2000,11,0,1,0,0.093744483332047,NA,0.0814381117534228,NA,4.21251806574076
12,36,2000,12,0,1,0,0.0690887238987495,NA,0.0596327063950632,NA,4.00854560149168
13,36,2000,13,0,1,0,0.0791110254123156,NA,0.0704818004770245,NA,4.11828402163004
14,36,2000,14,0,1,0,0.0883252457710981,NA,0.0702246069118798,NA,4.12110476662893
15,36,2000,15,0,1,0,0.0644108117183469,NA,0.0589388580410816,NA,4.07826802420917
16,36,2000,16,0,1,0,0.0629824282327977,NA,0.0678057608548584,NA,4.15605480150317
17,36,2000,17,0,1,0,0.0716366237852903,NA,0.0698323081872194,NA,4.01037511961279
18,36,2000,18,0,1,0,0.0743169420890826,NA,0.0766913359236589,NA,4.04657716825245
19,36,2000,19,0,1,0,0.0756328329316742,NA,0.0745947619196818,NA,3.94614028803485
20,36,2000,20,0,1,0,0.0670210941692107,NA,0.0578052284475446,NA,4.0633340471353
21,36,2000,21,0,1,0,0.0859888321064317,NA,0.0668348045610937,NA,4.0531966014365
22,36,2000,22,0,1,0,0.0711672259349357,NA,0.069717287796673,NA,4.02863948735284
23,36,2000,23,0,1,0,0.074106815534135,NA,0.06196765818225,NA,4.09166497915667
24,36,2000,24,0,1,0,0.0819598301935672,NA,0.0645678230192072,NA,4.02884052521607
25,36,2000,25,0,1,0,0.0766143797844269,NA,0.075071173408709,NA,4.06128650409181
26,36,2000,26,0,1,0,0.0736871215104144,NA,0.0652959502931681,NA,4.05875426483089
27,36,2000,27,0,1,0,0.0758511081179198,NA,0.0667083173339414,NA,4.03360043236346
28,36,2000,28,0,1,0,0.074885504100255,NA,0.0712527051215421,NA,4.11710324955267
29,36,2000,29,0,1,0,0.0643713970900661,NA,0.0659914443577938,NA,4.09657287701489
30,36,2000,30,0,1,0,0.0759343882049162,NA,0.0755107983240334,NA,4.04372161586488
31,36,2000,31,0,1,0,0.0821105092589601,NA,0.0714746156588957,NA,4.05409777987511
32,36,2000,32,0,1,0,0.0811617281891114,NA,0.0730016796341394,NA,4.04360533764769
33,36,2000,33,0,1,0,0.0630066435126428,NA,0.0600659348143643,NA,4.09175913162613
34,36,2000,34,0,1,0,0.0687808094248613,NA,0.065947582960214,NA,4.07374692643161
35,36,2000,35,0,1,0,0.0806692711188244,NA,0.0613234933270506,NA,4.06243485023665
36,36,2000,36,0,1,0,0.0815320482599481,NA,0.0792114357572663,NA,4.09880911595226
