"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc"
1,36,1000,1,0,0,0,0.0637690242443945,NA,0.0641592356406593,NA
2,36,1000,2,0,0,0,0.0671841362945237,NA,0.0676269524968223,NA
3,36,1000,3,0,0,0,0.0682185107397695,NA,0.0676803161142806,NA
4,36,1000,4,0,0,0,0.0658163199664379,NA,0.0661526407982436,NA
5,36,1000,5,0,0,0,0.0654112788862143,NA,0.0648495975704693,NA
6,36,1000,6,0,1,0,0.0631917738149654,NA,0.061952699696569,NA
7,36,1000,7,0,1,0,0.071860475419205,NA,0.0739354023062092,NA
8,36,1000,8,0,0,0,0.071959573053219,NA,0.0698103273128698,NA
9,36,1000,9,0,0,0,0.0695430835836683,NA,0.0689713714013314,NA
10,36,1000,10,0,0,0,0.0659191041547494,NA,0.0663224488772795,NA
11,36,1000,11,0,1,0,0.0635407827321676,NA,0.063040299762312,NA
12,36,1000,12,0,0,0,0.0662190506975795,NA,0.0648627857542779,NA
13,36,1000,13,0,0,0,0.0657384620879647,NA,0.0667502349578212,NA
14,36,1000,14,0,0,0,0.0635023665857327,NA,0.0632351367808275,NA
15,36,1000,15,0,1,0,0.0674000205595709,NA,0.069972057633529,NA
16,36,1000,16,0,0,0,0.0635603491264033,NA,0.0638345250911143,NA
17,36,1000,17,0,0,0,0.0719393669591483,NA,0.0713460189727559,NA
18,36,1000,18,0,1,0,0.0741342451782499,NA,0.0708552123470785,NA
19,36,1000,19,0,0,0,0.0667186164898944,NA,0.0676702368756996,NA
20,36,1000,20,0,0,0,0.0644564430131358,NA,0.0634842235565843,NA
21,36,1000,21,0,0,0,0.0661543708829821,NA,0.0661167217693886,NA
22,36,1000,22,0,1,0,0.0674702308034593,NA,0.0678646057424922,NA
23,36,1000,23,0,0,0,0.0663025822327844,NA,0.0656813351885958,NA
24,36,1000,24,0,1,0,0.0683377951166754,NA,0.0675680539609648,NA
25,36,1000,25,0,0,0,0.0677774468813473,NA,0.0691958601800399,NA
26,36,1000,26,0,0,0,0.0664901124649934,NA,0.0654804831971642,NA
27,36,1000,27,0,0,0,0.0647926351344149,NA,0.0651591804742299,NA
