"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,6,2500,1,0,1,0,0.0720530814458244,NA,0.0653451628368513,NA,2.18319902801202
2,6,2500,2,0,1,0,0.0638494050483114,NA,0.0616365653873447,NA,2.20716960309404
3,6,2500,3,0,1,0,0.0577931762721072,NA,0.0632556670319542,NA,2.2463358800423
4,6,2500,4,0,1,0,0.0723495246650458,NA,0.0719116549251559,NA,2.17546608181537
5,6,2500,5,0,1,0,0.0668316692879401,NA,0.077188470018893,NA,2.27892099891526
6,6,2500,6,0,1,0,0.0668919330930987,NA,0.0699144314553192,NA,2.26773865117398
7,6,2500,7,0,1,0,0.0591836084481625,NA,0.0604838127186324,NA,2.21709179031013
8,6,2500,8,0,1,0,0.0594503889318272,NA,0.0724618059804145,NA,2.19842269089747
9,6,2500,9,0,1,0,0.0568140017998611,NA,0.0664818971134607,NA,2.2501305634772
10,6,2500,10,0,1,0,0.0595492472192427,NA,0.0568713546074009,NA,2.20871303993867
11,6,2500,11,0,1,0,0.0523141637524363,NA,0.0550766405095399,NA,2.21767227116975
12,6,2500,12,0,1,0,0.0663627189518848,NA,0.0688833372297431,NA,2.20844862192343
13,6,2500,13,0,1,0,0.0612081133223016,NA,0.0532671691704375,NA,2.27294843460136
14,6,2500,14,0,1,0,0.0623664118448948,NA,0.0614011665826303,NA,2.21396179974026
15,6,2500,15,0,1,0,0.0703637948467176,NA,0.0723904175300212,NA,2.26010868181278
16,6,2500,16,0,1,0,0.0664848041948958,NA,0.0677065541745245,NA,2.16825189092117
17,6,2500,17,0,1,0,0.0647916177247827,NA,0.075487134385927,NA,2.22201968414006
18,6,2500,18,1,1,0,0.0510230242691655,0.0558977746948539,0.0592526129070319,0.0622932249259294,2.24134914949369
19,6,2500,19,0,1,0,0.0556748635778978,NA,0.0604433705200013,NA,2.19581285552815
20,6,2500,20,0,1,0,0.0639671819963062,NA,0.0765202432269188,NA,2.2014343975328
21,6,2500,21,0,1,0,0.0643986596932438,NA,0.063738157967337,NA,2.2740478078831
22,6,2500,22,0,1,0,0.0580146079410165,NA,0.0663422259934787,NA,2.19268472219572
23,6,2500,23,0,1,0,0.0533756471855095,NA,0.0614136479730545,NA,2.2574774056982
24,6,2500,24,0,1,0,0.0656306160623512,NA,0.0598204836341904,NA,2.21697480816085
25,6,2500,25,0,1,0,0.0646297575768758,NA,0.0588527009368948,NA,2.26375142024966
26,6,2500,26,0,1,0,0.0600296857681427,NA,0.0658794755554284,NA,2.2183475923202
27,6,2500,27,0,1,0,0.0616533616056523,NA,0.063733568185533,NA,2.19005599792032
28,6,2500,28,0,1,0,0.0610974574297106,NA,0.061891461751463,NA,2.29405682934218
29,6,2500,29,0,1,0,0.0695831589009572,NA,0.0676554170620903,NA,2.23778238193019
30,6,2500,30,0,1,0,0.0727883748581924,NA,0.0728551215429738,NA,2.26620222888178
31,6,2500,31,0,1,0,0.0580919087478574,NA,0.0637636157313601,NA,2.26261355897987
32,6,2500,32,0,1,0,0.0671094138778375,NA,0.0734745507504794,NA,2.23951059580671
33,6,2500,33,0,1,0,0.0695883096600721,NA,0.0730150557692223,NA,2.23302400549273
34,6,2500,34,0,1,0,0.0768406134281953,NA,0.0705871691261756,NA,2.24279053809744
35,6,2500,35,0,1,0,0.0692071757626292,NA,0.0769994891030241,NA,2.15538610951498
36,6,2500,36,0,1,0,0.0657791116241316,NA,0.0691561808064742,NA,2.24502850618944
37,6,2500,37,0,1,0,0.0576405353755584,NA,0.0563589581992541,NA,2.23303750668216
38,6,2500,38,0,1,0,0.0623136901650535,NA,0.0683988495590656,NA,2.23242150115005
39,6,2500,39,0,1,0,0.0585934903673827,NA,0.0621197275583329,NA,2.26288727493166
40,6,2500,40,0,1,0,0.0692601372752763,NA,0.0844677071496461,NA,2.19144869283109
41,6,2500,41,0,1,0,0.0596114789972388,NA,0.054202043180799,NA,2.19332749669497
42,6,2500,42,0,1,0,0.0544208216854803,NA,0.0554541658362526,NA,2.23634883986424
43,6,2500,43,0,1,0,0.0768280818439205,NA,0.0771359524146423,NA,2.24369407899689
44,6,2500,44,0,1,0,0.0628421662026507,NA,0.0700053359684338,NA,2.16075767145207
45,6,2500,45,1,1,0,0.0531547221539856,0.0572376409338823,0.0508995299995912,0.0538743329816901,2.19916047574006
46,6,2500,46,0,1,0,0.0712369749342901,NA,0.0698660034373488,NA,2.21312754581497
47,6,2500,47,0,1,0,0.0603936732257777,NA,0.0597587410998365,NA,2.20633306126832
48,6,2500,48,0,1,0,0.0566794739027007,NA,0.0605923721572756,NA,2.25496343550454
49,6,2500,49,0,1,0,0.0681475123952314,NA,0.0621124144151799,NA,2.21986632629818
50,6,2500,50,0,1,0,0.061787628270851,NA,0.0676880845362463,NA,2.17726401300453
51,6,2500,51,0,1,0,0.0656804135826284,NA,0.0678759813360435,NA,2.21915746708442
52,6,2500,52,0,1,0,0.0636720483578337,NA,0.0654329897272705,NA,2.28394066042005
53,6,2500,53,0,1,0,0.0609538269690406,NA,0.0583258055868793,NA,2.19744757262252
54,6,2500,54,0,1,0,0.0593454758116424,NA,0.0568940435939655,NA,2.27926355366592
55,6,2500,55,0,1,0,0.0613238049684688,NA,0.0559673345042547,NA,2.21766765587869
56,6,2500,56,1,1,0,0.0521401919747872,0.0571388358702395,0.0550394651607092,0.0580762873200038,2.23781207228168
57,6,2500,57,0,1,0,0.0538910973423255,NA,0.057119063643978,NA,2.25423202480863
58,6,2500,58,0,1,0,0.0606285375946737,NA,0.0700650798523505,NA,2.20056821040612
