"idx","p","n","Ni","acc","wacc","|K|a","|K|f","|S|a","|S|f","iacc","NDiff"
1,36,2000,1,0,1,0,0.0862222091988599,NA,0.076540104085124,NA,3.63832674052378
2,36,2000,2,0,1,0,0.0908521526632695,NA,0.0956245780705365,NA,3.72090225448339
3,36,2000,3,0,1,0,0.0901869956757081,NA,0.0829749151490988,NA,3.7149654023084
4,36,2000,4,0,1,0,0.0812986114306111,NA,0.0731143437385323,NA,3.63676485344917
5,36,2000,5,0,1,0,0.102600739345178,NA,0.0965576503389583,NA,3.61864611887041
6,36,2000,6,0,1,0,0.0779261667125081,NA,0.0731838057040336,NA,3.68011427218402
7,36,2000,7,1,1,0,0.0706366478994248,0.059477449771685,0.0667128134204745,0.06561524063263,3.65704579451799
8,36,2000,8,0,1,0,0.10147683486815,NA,0.0980154469487027,NA,3.59163616066077
9,36,2000,9,0,1,0,0.0975338936903554,NA,0.095160229666451,NA,3.65637169680591
10,36,2000,10,0,1,0,0.0916816135440901,NA,0.0938529646962432,NA,3.62881293493723
11,36,2000,11,0,1,0,0.0759377539844617,NA,0.0724790466000479,NA,3.78795514519446
12,36,2000,12,0,1,0,0.0909491913940279,NA,0.0808791646821091,NA,3.62406632004783
13,36,2000,13,0,1,0,0.0906803537269782,NA,0.0904968190008456,NA,3.72709756471397
14,36,2000,14,0,1,0,0.0864445465273607,NA,0.0743281025440967,NA,3.70317957845038
15,36,2000,15,1,1,0,0.0706430830611676,0.0568315184257696,0.0699422252022959,0.0546349469352831,3.68375673143542
16,36,2000,16,0,1,0,0.084756425421447,NA,0.0819612202557426,NA,3.74550065164676
17,36,2000,17,0,1,0,0.0777189148408173,NA,0.0749960023444309,NA,3.58854033337222
18,36,2000,18,0,1,0,0.0848456767553184,NA,0.0855342007635972,NA,3.62861888442289
19,36,2000,19,0,1,0,0.104349715055542,NA,0.100743613268817,NA,3.5630621847321
20,36,2000,20,0,1,0,0.0844198982033647,NA,0.0823981818441499,NA,3.64743935811141
21,36,2000,21,0,1,0,0.0925283243166932,NA,0.081826226060825,NA,3.66936479796367
